Item,On Hand Qty,PC #,Date,PC Name,State,Rep,Category,Price_ea,On Hand Value
RT2-00-MINIBK2-FSET,1760,7605,2024-02-01,Greentech Renewables - San Luis Obispo,CA,Genki,MINI,$4.51,$7937.6
RT2-04-FBN25,33,7605,2024-02-01,Greentech Renewables - San Luis Obispo,CA,Genki,Bolts,$0.36,$11.88
RT2-04-SD5-60,76,7605,2024-02-01,Greentech Renewables - San Luis Obispo,CA,Genki,Screws,$0.43,$32.68
RT2-00-MINIBK2,76,7953,2024-02-01,Greentech Renewables - Santa Rosa,CA,Genki,MINI,$4.15,$315.4
RT2-04-C-MOUNT,1390,7953,2024-02-01,Greentech Renewables - Santa Rosa,CA,Genki,C-MOUNT,$3.08,$4281.2
RT2-04-FBN25,186,7953,2024-02-01,Greentech Renewables - Santa Rosa,CA,Genki,Bolts,$0.36,$66.96
RT2-04-SD5-60,255,7953,2024-02-01,Greentech Renewables - Santa Rosa,CA,Genki,Screws,$0.43,$109.65
RT2-00-MINIBK2,1647,8018,2024-02-01,Greentech Renewables - Tampa Bay,FL,RyanW,MINI,$4.15,$6835.05
RT2-04-FBN25,6727,8018,2024-02-01,Greentech Renewables - Tampa Bay,FL,RyanW,Bolts,$0.36,$2421.72
RT2-04-SD5-60,5697,8018,2024-02-01,Greentech Renewables - Tampa Bay,FL,RyanW,Screws,$0.43,$2449.71
RT2-00-MINIBK2,3366,8064,2024-02-01,Greentech Renewables - Seattle,WA,Genki,MINI,$4.15,$13968.9
RT2-04-FBN25,8682,8064,2024-02-01,Greentech Renewables - Seattle,WA,Genki,Bolts,$0.36,$3125.52
RT2-04-MINBUTYL,252,8064,2024-02-01,Greentech Renewables - Seattle,WA,Genki,Accessories,$1.18,$297.36
RT2-04-SD5-60,3393,8064,2024-02-01,Greentech Renewables - Seattle,WA,Genki,Screws,$0.43,$1458.99
RT2-00-MINIBK2-FSET,200,8187,2024-02-01,Greentech Renewables - Spokane,WA,Genki,MINI,$4.51,$902
RT2-04-FBN25,1120,8187,2024-02-01,Greentech Renewables - Spokane,WA,Genki,Bolts,$0.36,$403.2
RT2-04-SD5-60,2870,8187,2024-02-01,Greentech Renewables - Spokane,WA,Genki,Screws,$0.43,$1234.1
RT3-04-RFEBBK,16,8187,2024-02-01,Greentech Renewables - Spokane,WA,Genki,REB,$20.00,$320
RT2-00-MINIBK2,1109,8618,2024-02-01,Greentech Renewables - Commerical Solutions -  Florida,FL,RyanW,MINI,$4.15,$4602.35
RT2-04-FBN25,1251,8618,2024-02-01,Greentech Renewables - Commerical Solutions -  Florida,FL,RyanW,Bolts,$0.36,$450.36
RT2-04-SD5-60,6777,8618,2024-02-01,Greentech Renewables - Commerical Solutions -  Florida,FL,RyanW,Screws,$0.43,$2914.11
RT2-00-MINIBK2-FSET,708,8756,2024-02-01,Greentech Renewables - Phoenix,AZ,Genki,MINI,$4.51,$3193.08
RT2-04-FBN25,3678,8756,2024-02-01,Greentech Renewables - Phoenix,AZ,Genki,Bolts,$0.36,$1324.08
RT2-04-SD5-60,3149,8756,2024-02-01,Greentech Renewables - Phoenix,AZ,Genki,Screws,$0.43,$1354.07
RT2-00-MINIBK2,52,8797,2024-02-01,Greentech Renewables - Stockton,CA,Genki,MINI,$4.15,$215.8
RT2-00-MINIBK2-FSET,500,8797,2024-02-01,Greentech Renewables - Stockton,CA,Genki,MINI,$4.51,$2255
RT2-04-FBN25,8,8797,2024-02-01,Greentech Renewables - Stockton,CA,Genki,Bolts,$0.36,$2.88
RT2-04-SD5-60,1956,8797,2024-02-01,Greentech Renewables - Stockton,CA,Genki,Screws,$0.43,$841.08
RT2-00-MINIBK2,751,8801,2024-02-01,Greentech Renewables - Tri-Cities,WA,Genki,MINI,$4.15,$3116.65
RT2-04-C-MOUNT,29,8801,2024-02-01,Greentech Renewables - Tri-Cities,WA,Genki,C-MOUNT,$3.08,$89.32
RT2-04-FBN25,3777,8801,2024-02-01,Greentech Renewables - Tri-Cities,WA,Genki,Bolts,$0.36,$1359.72
RT2-04-MINBUTYL,30,8801,2024-02-01,Greentech Renewables - Tri-Cities,WA,Genki,Accessories,$1.18,$35.4
RT2-04-SD5-60,960,8801,2024-02-01,Greentech Renewables - Tri-Cities,WA,Genki,Screws,$0.43,$412.8
RT3-00-AXBK,260,8801,2024-02-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$4.09,$1063.4
RT3-01-UE-30,54,8801,2024-02-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$9.24,$498.96
RT3-01-UEFS30,44,8801,2024-02-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$9.24,$406.56
RT3-01-UES30,31,8801,2024-02-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$15.31,$474.61
RT3-02-UM-30,57,8801,2024-02-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$9.24,$526.68
RT3-02-UMFS30,46,8801,2024-02-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$9.24,$425.04
RT3-02-UMS30,18,8801,2024-02-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$15.31,$275.58
RT3-03-SK80BL,16,8801,2024-02-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$17.00,$272
RT3-04-BUTYL,27,8801,2024-02-01,Greentech Renewables - Tri-Cities,WA,Genki,Accessories,$1.18,$31.86
RT3-04-ENDCAP,100,8801,2024-02-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$2.66,$266
RT3-04-M4-16S,900,8801,2024-02-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$0.25,$225
RT3-04-SKSSL,75,8801,2024-02-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$0.87,$65.25
RT2-00-MINIBK2,169,8808,2024-02-01,Greentech Renewables - Tucson,AZ,Genki,MINI,$4.15,$701.35
RT2-00-MINIBK2-FSET,331,8808,2024-02-01,Greentech Renewables - Tucson,AZ,Genki,MINI,$4.51,$1492.81
RT2-04-FBN25,63,8808,2024-02-01,Greentech Renewables - Tucson,AZ,Genki,Bolts,$0.36,$22.68
RT2-04-SD5-60,256,8808,2024-02-01,Greentech Renewables - Tucson,AZ,Genki,Screws,$0.43,$110.08
RT2-00-MINIBK2,356,9106,2024-02-01,Greentech Renewables - Columbia,MD,RyanW,MINI,$4.15,$1477.4
RT2-00-MINIBK2-FSET,1936,9106,2024-02-01,Greentech Renewables - Columbia,MD,RyanW,MINI,$4.51,$8731.36
RT2-04-FBN25,5741,9106,2024-02-01,Greentech Renewables - Columbia,MD,RyanW,Bolts,$0.36,$2066.76
RT2-04-SD5-60,11205,9106,2024-02-01,Greentech Renewables - Columbia,MD,RyanW,Screws,$0.43,$4818.15
RT3-00-AXBK,878,9106,2024-02-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$4.09,$3591.02
RT3-01-UE-30,23,9106,2024-02-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$9.24,$212.52
RT3-01-UEFS30,559,9106,2024-02-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$9.24,$5165.16
RT3-01-UES30,295,9106,2024-02-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$15.31,$4516.45
RT3-02-UM-30,449,9106,2024-02-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$9.24,$4148.76
RT3-02-UMFS30,463,9106,2024-02-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$9.24,$4278.12
RT3-02-UMS30,615,9106,2024-02-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$15.31,$9415.65
RT3-03-SK80BL,109,9106,2024-02-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$17.00,$1853
RT3-04-ENDCAP,142,9106,2024-02-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$2.66,$377.72
RT3-04-M4-16S,1125,9106,2024-02-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$0.25,$281.25
RT3-04-SKSSL,178,9106,2024-02-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$0.87,$154.86
RT3-04-RFEBBK,1,9439,2024-02-01,Greentech Renewables - Wichita,KS,Guy,REB,$20.00,$20
RT2-00-MINIBK2-FSET,655,120,2024-03-01,Greentech Renewables - Albany,NY,RyanW,MINI,$4.51,$2954.05
RT2-04-FBN25,19,120,2024-03-01,Greentech Renewables - Albany,NY,RyanW,Bolts,$0.36,$6.84
RT2-04-SD5-60,1745,120,2024-03-01,Greentech Renewables - Albany,NY,RyanW,Screws,$0.43,$750.35
RT2-00-MINIBK2,80,148,2024-03-01,Greentech Renewables - Albuquerque,NM,Genki,MINI,$4.15,$332
RT2-00-MINIBK2-FSET,90,148,2024-03-01,Greentech Renewables - Albuquerque,NM,Genki,MINI,$4.51,$405.9
RT2-04-C-MOUNT,92,148,2024-03-01,Greentech Renewables - Albuquerque,NM,Genki,C-MOUNT,$3.08,$283.36
RT2-04-FBN25,2000,148,2024-03-01,Greentech Renewables - Albuquerque,NM,Genki,Bolts,$0.36,$720
RT2-04-SD5-60,2100,148,2024-03-01,Greentech Renewables - Albuquerque,NM,Genki,Screws,$0.43,$903
RT2-00-MINIBK2,17,224,2024-03-01,Greentech Renewables - Auburn,MA,RyanW,MINI,$4.15,$70.55
RT2-00-MINIBK2-FSET,3225,224,2024-03-01,Greentech Renewables - Auburn,MA,RyanW,MINI,$4.51,$14544.75
RT2-04-C-MOUNT,615,224,2024-03-01,Greentech Renewables - Auburn,MA,RyanW,C-MOUNT,$3.08,$1894.2
RT2-04-FBN25,104,224,2024-03-01,Greentech Renewables - Auburn,MA,RyanW,Bolts,$0.36,$37.44
RT2-04-SD5-60,7168,224,2024-03-01,Greentech Renewables - Auburn,MA,RyanW,Screws,$0.43,$3082.24
RT2-04-SD5-90,3391,224,2024-03-01,Greentech Renewables - Auburn,MA,RyanW,Screws,$0.75,$2543.25
RT2-00-MINIBK2-FSET,2512,236,2024-03-01,Greentech Renewables - Austin,TX,Genki,MINI,$4.51,$11329.12
RT2-04-FBN25,1292,236,2024-03-01,Greentech Renewables - Austin,TX,Genki,Bolts,$0.36,$465.12
RT2-04-SD5-60,2759,236,2024-03-01,Greentech Renewables - Austin,TX,Genki,Screws,$0.43,$1186.37
RT2-00-MINIBK2-FSET,185,237,2024-03-01,Greentech Renewables - Dallas,TX,Genki,MINI,$4.51,$834.35
RT2-04-MINBUTYL,211,237,2024-03-01,Greentech Renewables - Dallas,TX,Genki,Accessories,$1.18,$248.98
RT2-04-SD5-60,6161,237,2024-03-01,Greentech Renewables - Dallas,TX,Genki,Screws,$0.43,$2649.23
RT2-00-MINIBK2,7,239,2024-03-01,Greentech Renewables - San Antonio,TX,Genki,MINI,$4.15,$29.05
RT2-04-FBN25,322,239,2024-03-01,Greentech Renewables - San Antonio,TX,Genki,Bolts,$0.36,$115.92
RT2-04-SD5-60,218,239,2024-03-01,Greentech Renewables - San Antonio,TX,Genki,Screws,$0.43,$93.74
RT3-02-UM-BK,22,239,2024-03-01,Greentech Renewables - San Antonio,TX,Genki,APEX,$9.24,$203.28
RT2-00-MINIBK,144,756,2024-03-01,Greentech Renewables - Boise,ID,Genki,MINI,$4.86,$699.84
RT2-04-FBN25,395,756,2024-03-01,Greentech Renewables - Boise,ID,Genki,Bolts,$0.36,$142.2
RT2-04-C-MOUNT,40,821,2024-03-01,Greentech Renewables - Bozeman,MT,Genki,C-MOUNT,$3.08,$123.2
RT2-00-MINIBK2,521,960,2024-03-01,Greentech Renewables - Detroit,MI,Guy,MINI,$4.15,$2162.15
RT2-04-C-MOUNT,442,960,2024-03-01,Greentech Renewables - Detroit,MI,Guy,C-MOUNT,$3.08,$1361.36
RT2-04-SD5-60,7314,960,2024-03-01,Greentech Renewables - Detroit,MI,Guy,Screws,$0.43,$3145.02
RT3-00-AXBK,195,987,2024-03-01,Greentech Renewables - Cedar Rapids,IA,Guy,APEX,$4.09,$797.55
RT3-01-UEFS30,80,987,2024-03-01,Greentech Renewables - Cedar Rapids,IA,Guy,APEX,$9.24,$739.2
RT3-01-UES30,60,987,2024-03-01,Greentech Renewables - Cedar Rapids,IA,Guy,APEX,$15.31,$918.6
RT3-02-UMFS30,160,987,2024-03-01,Greentech Renewables - Cedar Rapids,IA,Guy,APEX,$9.24,$1478.4
RT3-02-UMS30,29,987,2024-03-01,Greentech Renewables - Cedar Rapids,IA,Guy,APEX,$15.31,$443.99
RT3-03-SK80BL,57,987,2024-03-01,Greentech Renewables - Cedar Rapids,IA,Guy,APEX,$17.00,$969
RT3-04-ENDCAP,102,987,2024-03-01,Greentech Renewables - Cedar Rapids,IA,Guy,APEX,$2.66,$271.32
RT3-04-M4-16S,8940,987,2024-03-01,Greentech Renewables - Cedar Rapids,IA,Guy,APEX,$0.25,$2235
RT3-04-RFEBBK,130,987,2024-03-01,Greentech Renewables - Cedar Rapids,IA,Guy,REB,$20.00,$2600
RT3-04-SKSSL,122,987,2024-03-01,Greentech Renewables - Cedar Rapids,IA,Guy,APEX,$0.87,$106.14
RT2-00-MINIBK2-FSET,90,1024,2024-03-01,Greentech Renewables - Los Angeles,CA,Genki,MINI,$4.51,$405.9
RT2-04-FBN25,110,1024,2024-03-01,Greentech Renewables - Los Angeles,CA,Genki,Bolts,$0.36,$39.6
RT2-04-SD5-60,1582,1024,2024-03-01,Greentech Renewables - Los Angeles,CA,Genki,Screws,$0.43,$680.26
RT2-00-MINIBK2,272,1045,2024-03-01,Greentech Renewables - Chicago,IN,Guy,MINI,$4.15,$1128.8
RT2-00-MINIBK2-FSET,567,1045,2024-03-01,Greentech Renewables - Chicago,IN,Guy,MINI,$4.51,$2557.17
RT2-04-FBN25,1000,1045,2024-03-01,Greentech Renewables - Chicago,IN,Guy,Bolts,$0.36,$360
RT2-04-SD5-60,3200,1045,2024-03-01,Greentech Renewables - Chicago,IN,Guy,Screws,$0.43,$1376
RT2-00-MINIBK2,14,1127,2024-03-01,Greentech Renewables - Colorado Springs,CO,Genki,MINI,$4.15,$58.1
RT2-04-FBN25,1529,1127,2024-03-01,Greentech Renewables - Colorado Springs,CO,Genki,Bolts,$0.36,$550.44
RT2-04-SD5-60,1171,1127,2024-03-01,Greentech Renewables - Colorado Springs,CO,Genki,Screws,$0.43,$503.53
RT2-00-MINIBK2,169,1132,2024-03-01,Greentech Renewables - West Columbia,SC,RyanW,MINI,$4.15,$701.35
RT2-00-MINIBK2-FSET,1313,1132,2024-03-01,Greentech Renewables - West Columbia,SC,RyanW,MINI,$4.51,$5921.63
RT2-04-FBN25,138,1132,2024-03-01,Greentech Renewables - West Columbia,SC,RyanW,Bolts,$0.36,$49.68
RT2-04-SD5-60,5840,1132,2024-03-01,Greentech Renewables - West Columbia,SC,RyanW,Screws,$0.43,$2511.2
RT2-00-MINIBK2,18,1154,2024-03-01,Greentech Renewables - Columbus,OH,Guy,MINI,$4.15,$74.7
RT2-00-MINIBK2-FSET,1347,1154,2024-03-01,Greentech Renewables - Columbus,OH,Guy,MINI,$4.51,$6074.97
RT2-04-SD5-60,5872,1154,2024-03-01,Greentech Renewables - Columbus,OH,Guy,Screws,$0.43,$2524.96
RT2-00-MINIBK2,28,1670,2024-03-01,Greentech Renewables - Danbury,CT,RyanW,MINI,$4.15,$116.2
RT2-00-MINIBK2-FSET,5305,1670,2024-03-01,Greentech Renewables - Danbury,CT,RyanW,MINI,$4.51,$23925.55
RT2-04-FBN25,38,1670,2024-03-01,Greentech Renewables - Danbury,CT,RyanW,Bolts,$0.36,$13.68
RT2-04-SD5-60,17441,1670,2024-03-01,Greentech Renewables - Danbury,CT,RyanW,Screws,$0.43,$7499.63
RT2-00-MINIBK2,37,1875,2024-03-01,Greentech Renewables - Denver,CO,Genki,MINI,$4.15,$153.55
RT2-00-MINIBK2-FSET,167,1875,2024-03-01,Greentech Renewables - Denver,CO,Genki,MINI,$4.51,$753.17
RT2-04-FBN25,936,1875,2024-03-01,Greentech Renewables - Denver,CO,Genki,Bolts,$0.36,$336.96
RT2-04-SD5-60,4029,1875,2024-03-01,Greentech Renewables - Denver,CO,Genki,Screws,$0.43,$1732.47
RT3-00-AXBK,51,1875,2024-03-01,Greentech Renewables - Denver,CO,Genki,APEX,$4.09,$208.59
RT3-01-UE-30,2,1875,2024-03-01,Greentech Renewables - Denver,CO,Genki,APEX,$9.24,$18.48
RT3-01-UES30,1,1875,2024-03-01,Greentech Renewables - Denver,CO,Genki,APEX,$15.31,$15.31
RT3-02-UM-30,58,1875,2024-03-01,Greentech Renewables - Denver,CO,Genki,APEX,$9.24,$535.92
RT3-02-UMFS30,5,1875,2024-03-01,Greentech Renewables - Denver,CO,Genki,APEX,$9.24,$46.2
RT3-02-UMS30,2,1875,2024-03-01,Greentech Renewables - Denver,CO,Genki,APEX,$15.31,$30.62
RT3-03-SK80BL,4,1875,2024-03-01,Greentech Renewables - Denver,CO,Genki,APEX,$17.00,$68
RT3-04-ENDCAP,1,1875,2024-03-01,Greentech Renewables - Denver,CO,Genki,APEX,$2.66,$2.66
RT3-04-SKSSL-20,3,1875,2024-03-01,Greentech Renewables - Denver,CO,Genki,APEX,$0.87,$2.61
RT2-00-MINIBK2,16,1987,2024-03-01,Greentech Renewables - El Paso,TX,Genki,MINI,$4.15,$66.4
RT2-00-MINIBK2-FSET,1081,1987,2024-03-01,Greentech Renewables - El Paso,TX,Genki,MINI,$4.51,$4875.31
RT2-04-SD5-60,7000,1987,2024-03-01,Greentech Renewables - El Paso,TX,Genki,Screws,$0.43,$3010
RT2-04-SD5-60,500,2459,2024-03-01,Greentech Renewables - Fort Collins,CO,Genki,Screws,$0.43,$215
RT2-00-MINIBK2,559,2576,2024-03-01,Greentech Renewables - Fresno,CA,Genki,MINI,$4.15,$2319.85
RT2-04-SD5-60,671,2576,2024-03-01,Greentech Renewables - Fresno,CA,Genki,Screws,$0.43,$288.53
RT2-00-MINIBK2,8,2685,2024-03-01,Greentech Renewables - Grand Junction,CO,Genki,MINI,$4.15,$33.2
RT2-04-FBN25,205,2685,2024-03-01,Greentech Renewables - Grand Junction,CO,Genki,Bolts,$0.36,$73.8
RT2-04-SD5-60,770,2685,2024-03-01,Greentech Renewables - Grand Junction,CO,Genki,Screws,$0.43,$331.1
RT2-00-MINIBK2,69,3273,2024-03-01,Greentech Renewables - Houston,TX,Genki,MINI,$4.15,$286.35
RT2-00-MINIBK2-FSET,3227,3273,2024-03-01,Greentech Renewables - Houston,TX,Genki,MINI,$4.51,$14553.77
RT2-04-FBN25,739,3273,2024-03-01,Greentech Renewables - Houston,TX,Genki,Bolts,$0.36,$266.04
RT2-04-SD5-60,8681,3273,2024-03-01,Greentech Renewables - Houston,TX,Genki,Screws,$0.43,$3732.83
RT2-00-MINIBK2,26,3293,2024-03-01,Greentech Renewables - Indianapolis,IN,Guy,MINI,$4.15,$107.9
RT2-04-FBN25,800,3293,2024-03-01,Greentech Renewables - Indianapolis,IN,Guy,Bolts,$0.36,$288
RT2-04-SD5-60,900,3293,2024-03-01,Greentech Renewables - Indianapolis,IN,Guy,Screws,$0.43,$387
RT2-00-MINIBK2,120,3395,2024-03-01,Greentech Renewables - Jacksonville,FL,RyanW,MINI,$4.15,$498
RT2-00-MINIBK2-FSET,160,3395,2024-03-01,Greentech Renewables - Jacksonville,FL,RyanW,MINI,$4.51,$721.6
RT2-04-FBN25,100,3395,2024-03-01,Greentech Renewables - Jacksonville,FL,RyanW,Bolts,$0.36,$36
RT3-04-RFEBBK,47,3584,2024-03-01,Greentech Renewables - Kansas City,KS,Guy,REB,$20.00,$940
RT2-00-MINIBK2-FSET,100,4029,2024-03-01,Greentech Renewables - Las Cruces,NM,Genki,MINI,$4.51,$451
RT2-04-FBN25,300,4029,2024-03-01,Greentech Renewables - Las Cruces,NM,Genki,Bolts,$0.36,$108
RT2-04-SD5-60,500,4029,2024-03-01,Greentech Renewables - Las Cruces,NM,Genki,Screws,$0.43,$215
RT2-00-MINIBK2,430,4090,2024-03-01,Greentech Renewables - Las Vegas,NV,Genki,MINI,$4.15,$1784.5
RT2-04-SD5-60,1418,4090,2024-03-01,Greentech Renewables - Las Vegas,NV,Genki,Screws,$0.43,$609.74
RT2-00-MINIBK2,11,4187,2024-03-01,Greentech Renewables - LIttle Rock,AR,Guy,MINI,$4.15,$45.65
RT2-04-FBN25,104,4187,2024-03-01,Greentech Renewables - LIttle Rock,AR,Guy,Bolts,$0.36,$37.44
RT2-04-SD5-60,460,4187,2024-03-01,Greentech Renewables - LIttle Rock,AR,Guy,Screws,$0.43,$197.8
RT2-00-MINIBK2,60,4250,2024-03-01,Greentech Renewables - Long Island,NY,RyanW,MINI,$4.15,$249
RT2-04-FBN25,100,4250,2024-03-01,Greentech Renewables - Long Island,NY,RyanW,Bolts,$0.36,$36
RT2-04-SD5-60,80,4250,2024-03-01,Greentech Renewables - Long Island,NY,RyanW,Screws,$0.43,$34.4
RT2-00-MINIBK2-FSET,468,4391,2024-03-01,Greentech Renewables - Lubbock,TX,Genki,MINI,$4.51,$2110.68
RT2-04-C-MOUNT,136,4391,2024-03-01,Greentech Renewables - Lubbock,TX,Genki,C-MOUNT,$3.08,$418.88
RT2-04-FBN25,145,4391,2024-03-01,Greentech Renewables - Lubbock,TX,Genki,Bolts,$0.36,$52.2
RT2-00-MINIBK2,508,4407,2024-03-01,Greentech Renewables - Madison,WI,Guy,MINI,$4.15,$2108.2
RT2-04-C-MOUNT,37,4407,2024-03-01,Greentech Renewables - Madison,WI,Guy,C-MOUNT,$3.08,$113.96
RT2-04-FBN25,882,4407,2024-03-01,Greentech Renewables - Madison,WI,Guy,Bolts,$0.36,$317.52
RT2-04-SD5-60,1400,4407,2024-03-01,Greentech Renewables - Madison,WI,Guy,Screws,$0.43,$602
RT3-04-RFEBBK,23,4407,2024-03-01,Greentech Renewables - Madison,WI,Guy,REB,$20.00,$460
RT2-00-MINIBK2,46,4422,2024-03-01,Greentech Renewables - Maine,ME,RyanW,MINI,$4.15,$190.9
RT2-00-MINIBK2-FSET,3220,4422,2024-03-01,Greentech Renewables - Maine,ME,RyanW,MINI,$4.51,$14522.2
RT2-04-C-MOUNT,130,4422,2024-03-01,Greentech Renewables - Maine,ME,RyanW,C-MOUNT,$3.08,$400.4
RT2-04-FBN25,1807,4422,2024-03-01,Greentech Renewables - Maine,ME,RyanW,Bolts,$0.36,$650.52
RT2-04-MINBUTYL,320,4422,2024-03-01,Greentech Renewables - Maine,ME,RyanW,Accessories,$1.18,$377.6
RT2-04-SD5-60,6762,4422,2024-03-01,Greentech Renewables - Maine,ME,RyanW,Screws,$0.43,$2907.66
RT2-00-MINIBK2,1693,4431,2024-03-01,Greentech Renewables - Mansfield,MA,RyanW,MINI,$4.15,$7025.95
RT2-04-FBN25,1034,4431,2024-03-01,Greentech Renewables - Mansfield,MA,RyanW,Bolts,$0.36,$372.24
RT2-04-SD5-60,2272,4431,2024-03-01,Greentech Renewables - Mansfield,MA,RyanW,Screws,$0.43,$976.96
RT2-04-SD5-90,1793,4431,2024-03-01,Greentech Renewables - Mansfield,MA,RyanW,Screws,$0.75,$1344.75
RT2-04-FBN25,300,4450,2024-03-01,Greentech Renewables - Medford,OR,Genki,Bolts,$0.36,$108
RT2-00-MINIBK2-FSET,422,4560,2024-03-01,Greentech Renewables - Miami,FL,RyanW,MINI,$4.51,$1903.22
RT2-04-FBN25,76,4560,2024-03-01,Greentech Renewables - Miami,FL,RyanW,Bolts,$0.36,$27.36
RT2-04-SD5-60,3230,4560,2024-03-01,Greentech Renewables - Miami,FL,RyanW,Screws,$0.43,$1388.9
RT3-04-BUTYL,252,4560,2024-03-01,Greentech Renewables - Miami,FL,RyanW,Accessories,$1.18,$297.36
RT2-00-MINIBK2,795,4664,2024-03-01,Greentech Renewables - Minneapolis,MN,Guy,MINI,$4.15,$3299.25
RT2-04-BN30SL-US,58,4664,2024-03-01,Greentech Renewables - Minneapolis,MN,Guy,Bolts,$0.36,$20.88
RT2-04-FBN25,2957,4664,2024-03-01,Greentech Renewables - Minneapolis,MN,Guy,Bolts,$0.36,$1064.52
RT2-04-SD5-60,2174,4664,2024-03-01,Greentech Renewables - Minneapolis,MN,Guy,Screws,$0.43,$934.82
RT3-01-UE-30,36,4664,2024-03-01,Greentech Renewables - Minneapolis,MN,Guy,APEX,$9.24,$332.64
RT3-01-UES30,239,4664,2024-03-01,Greentech Renewables - Minneapolis,MN,Guy,APEX,$15.31,$3659.09
RT3-02-UMFS30,239,4664,2024-03-01,Greentech Renewables - Minneapolis,MN,Guy,APEX,$9.24,$2208.36
RT3-04-M4-16S,80,4664,2024-03-01,Greentech Renewables - Minneapolis,MN,Guy,APEX,$0.25,$20
RT3-04-RFEBBK,17,4664,2024-03-01,Greentech Renewables - Minneapolis,MN,Guy,REB,$20.00,$340
RT2-00-MINIBK2-FSET,1269,4950,2024-03-01,Greentech Renewables - North Chicago,IL,Guy,MINI,$4.51,$5723.19
RT2-04-FBN25,800,4950,2024-03-01,Greentech Renewables - North Chicago,IL,Guy,Bolts,$0.36,$288
RT2-04-SD5-60,778,4950,2024-03-01,Greentech Renewables - North Chicago,IL,Guy,Screws,$0.43,$334.54
RT2-00-MINIBK2-FSET,460,4984,2024-03-01,Greentech Renewables - Wallingford,CT,RyanW,MINI,$4.51,$2074.6
RT2-04-SD5-60,2283,4984,2024-03-01,Greentech Renewables - Wallingford,CT,RyanW,Screws,$0.43,$981.69
RT2-00-MINIBK2-FSET,714,4991,2024-03-01,Greentech Renewables - New Hampshire,NH,RyanW,MINI,$4.51,$3220.14
RT2-04-C-MOUNT,135,4991,2024-03-01,Greentech Renewables - New Hampshire,NH,RyanW,C-MOUNT,$3.08,$415.8
RT2-04-SD5-60,2408,4991,2024-03-01,Greentech Renewables - New Hampshire,NH,RyanW,Screws,$0.43,$1035.44
RT3-04-RFEBBK,7,5415,2024-03-01,Greentech Renewables - Omaha,NE,Guy,REB,$20.00,$140
RT2-00-MINIBK2-FSET,4935,5621,2024-03-01,Greentech Renewables - Orlando,FL,RyanW,MINI,$4.51,$22256.85
RT2-04-FBN25,3324,5621,2024-03-01,Greentech Renewables - Orlando,FL,RyanW,Bolts,$0.36,$1196.64
RT2-04-SD5-60,13229,5621,2024-03-01,Greentech Renewables - Orlando,FL,RyanW,Screws,$0.43,$5688.47
RT2-00-MINIBK2-FSET,447,5887,2024-03-01,Greentech Renewables - Pennsauken,NJ,RyanW,MINI,$4.51,$2015.97
RT2-04-C-MOUNT,420,5887,2024-03-01,Greentech Renewables - Pennsauken,NJ,RyanW,C-MOUNT,$3.08,$1293.6
RT2-04-FBN25,28,5887,2024-03-01,Greentech Renewables - Pennsauken,NJ,RyanW,Bolts,$0.36,$10.08
RT2-04-SD5-60,88,5887,2024-03-01,Greentech Renewables - Pennsauken,NJ,RyanW,Screws,$0.43,$37.84
RT3-00-AXBK,3412,5887,2024-03-01,Greentech Renewables - Pennsauken,NJ,RyanW,APEX,$4.09,$13955.08
RT3-01-UE-30,866,5887,2024-03-01,Greentech Renewables - Pennsauken,NJ,RyanW,APEX,$9.24,$8001.84
RT3-01-UEFS30,1053,5887,2024-03-01,Greentech Renewables - Pennsauken,NJ,RyanW,APEX,$9.24,$9729.72
RT3-01-UES30,712,5887,2024-03-01,Greentech Renewables - Pennsauken,NJ,RyanW,APEX,$15.31,$10900.72
RT3-02-UM-30,2025,5887,2024-03-01,Greentech Renewables - Pennsauken,NJ,RyanW,APEX,$9.24,$18711
RT3-02-UMFS30,1223,5887,2024-03-01,Greentech Renewables - Pennsauken,NJ,RyanW,APEX,$9.24,$11300.52
RT3-02-UMS30,372,5887,2024-03-01,Greentech Renewables - Pennsauken,NJ,RyanW,APEX,$15.31,$5695.32
